Grasp No.,Physical?,RespondentID,StartDate,IP Address,Survey No.,Survey No. Cumulative,Yes/No Order,Rating Value,Successful?,Expirimental
65,1,2432079881,41296.19743,75.186.47.16,3,245,1,1,1,1
65,1,2432074938,41296.19148,72.241.5.31,3,245,1,0.75,0,1
76,1,2432142092,41296.27975,67.248.226.247,4,246,2,1,0,0.88
76,1,2432109933,41296.23479,68.184.44.135,4,246,2,0.5,0,0.88
76,1,2432102069,41296.22414,99.8.106.101,4,246,2,0.5,0,0.88
76,1,2432081176,41296.19856,174.33.232.117,4,246,2,0.75,1,0.88
76,1,2432079881,41296.19743,75.186.47.16,4,246,2,1,0,0.88
76,1,2432074938,41296.19148,72.241.5.31,4,246,2,0.5,1,0.88
73,1,2432142092,41296.27975,67.248.226.247,5,247,2,1,1,0.88
73,1,2432109933,41296.23479,68.184.44.135,5,247,2,0.5,1,0.88
73,1,2432102069,41296.22414,99.8.106.101,5,247,2,0.5,0,0.88
73,1,2432081176,41296.19856,174.33.232.117,5,247,2,0.75,1,0.88
73,1,2432079881,41296.19743,75.186.47.16,5,247,2,1,1,0.88
73,1,2432074938,41296.19148,72.241.5.31,5,247,2,0.5,1,0.88
68,1,2432142092,41296.27975,67.248.226.247,6,248,2,1,1,0
68,1,2432109933,41296.23479,68.184.44.135,6,248,2,0.75,1,0
68,1,2432102069,41296.22414,99.8.106.101,6,248,2,0,0,0
68,1,2432081176,41296.19856,174.33.232.117,6,248,2,0.25,0,0
68,1,2432079881,41296.19743,75.186.47.16,6,248,2,0,0,0
68,1,2432074938,41296.19148,72.241.5.31,6,248,2,0.5,0,0
78,1,2432142092,41296.27975,67.248.226.247,7,249,1,0,0,0
78,1,2432109933,41296.23479,68.184.44.135,7,249,1,0,0,0
78,1,2432102069,41296.22414,99.8.106.101,7,249,1,0,0,0
78,1,2432081176,41296.19856,174.33.232.117,7,249,1,0.5,0,0
78,1,2432079881,41296.19743,75.186.47.16,7,249,1,0,0,0
78,1,2432074938,41296.19148,72.241.5.31,7,249,1,0.5,1,0
83,1,2432142092,41296.27975,67.248.226.247,8,250,2,0.75,1,1
83,1,2432109933,41296.23479,68.184.44.135,8,250,2,0.5,1,1
83,1,2432102069,41296.22414,99.8.106.101,8,250,2,0.25,0,1
83,1,2432081176,41296.19856,174.33.232.117,8,250,2,0.5,1,1
83,1,2432079881,41296.19743,75.186.47.16,8,250,2,0.5,0,1
83,1,2432074938,41296.19148,72.241.5.31,8,250,2,0.5,1,1
72,1,2432142092,41296.27975,67.248.226.247,9,251,1,0.5,0,1
72,1,2432109933,41296.23479,68.184.44.135,9,251,1,0.5,0,1
72,1,2432102069,41296.22414,99.8.106.101,9,251,1,0.5,0,1
72,1,2432081176,41296.19856,174.33.232.117,9,251,1,0.75,1,1
72,1,2432079881,41296.19743,75.186.47.16,9,251,1,0.5,0,1
72,1,2432074938,41296.19148,72.241.5.31,9,251,1,0.5,0,1
66,1,2432142092,41296.27975,67.248.226.247,10,252,2,0.5,0,0
66,1,2432109933,41296.23479,68.184.44.135,10,252,2,0.75,1,0
66,1,2432102069,41296.22414,99.8.106.101,10,252,2,0.5,0,0
66,1,2432081176,41296.19856,174.33.232.117,10,252,2,0.5,0,0
66,1,2432079881,41296.19743,75.186.47.16,10,252,2,0.75,0,0
66,1,2432074938,41296.19148,72.241.5.31,10,252,2,0.75,0,0
77,1,2432142092,41296.27975,67.248.226.247,11,253,1,1,1,0
77,1,2432109933,41296.23479,68.184.44.135,11,253,1,0.75,1,0
77,1,2432102069,41296.22414,99.8.106.101,11,253,1,0.5,0,0
77,1,2432081176,41296.19856,174.33.232.117,11,253,1,0.75,1,0
77,1,2432079881,41296.19743,75.186.47.16,11,253,1,1,1,0
77,1,2432074938,41296.19148,72.241.5.31,11,253,1,0.75,1,0
57,1,2432142092,41296.27975,67.248.226.247,12,254,2,1,1,1
57,1,2432109933,41296.23479,68.184.44.135,12,254,2,0.5,1,1
57,1,2432102069,41296.22414,99.8.106.101,12,254,2,0.75,1,1
57,1,2432081176,41296.19856,174.33.232.117,12,254,2,0.5,0,1
57,1,2432079881,41296.19743,75.186.47.16,12,254,2,1,1,1
57,1,2432074938,41296.19148,72.241.5.31,12,254,2,0.75,1,1
82,1,2432142092,41296.27975,67.248.226.247,13,255,2,1,1,1
82,1,2432109933,41296.23479,68.184.44.135,13,255,2,0.25,1,1
82,1,2432102069,41296.22414,99.8.106.101,13,255,2,0.5,0,1
82,1,2432081176,41296.19856,174.33.232.117,13,255,2,0.75,1,1
82,1,2432079881,41296.19743,75.186.47.16,13,255,2,1,1,1
82,1,2432074938,41296.19148,72.241.5.31,13,255,2,0.75,1,1
74,1,2432142092,41296.27975,67.248.226.247,14,256,2,0.5,0,0
74,1,2432109933,41296.23479,68.184.44.135,14,256,2,0.25,0,0
74,1,2432102069,41296.22414,99.8.106.101,14,256,2,0.25,0,0
74,1,2432081176,41296.19856,174.33.232.117,14,256,2,0.5,0,0
74,1,2432079881,41296.19743,75.186.47.16,14,256,2,0.25,0,0
74,1,2432074938,41296.19148,72.241.5.31,14,256,2,0.5,0,0
86,1,2432142092,41296.27975,67.248.226.247,15,257,1,1,1,0
86,1,2432109933,41296.23479,68.184.44.135,15,257,1,0.25,0,0
86,1,2432102069,41296.22414,99.8.106.101,15,257,1,0.25,0,0
86,1,2432081176,41296.19856,174.33.232.117,15,257,1,0.5,1,0
86,1,2432079881,41296.19743,75.186.47.16,15,257,1,0.5,1,0
86,1,2432074938,41296.19148,72.241.5.31,15,257,1,0.5,0,0
3,1,2432142092,41296.27975,67.248.226.247,16,258,2,0.75,0,1
3,1,2432109933,41296.23479,68.184.44.135,16,258,2,0,0,1
3,1,2432102069,41296.22414,99.8.106.101,16,258,2,0.25,0,1
3,1,2432081176,41296.19856,174.33.232.117,16,258,2,0.5,0,1
3,1,2432079881,41296.19743,75.186.47.16,16,258,2,0.75,1,1
3,1,2432074938,41296.19148,72.241.5.31,16,258,2,0.5,0,1
67,1,2432142092,41296.27975,67.248.226.247,17,259,2,1,1,0.5
67,1,2432109933,41296.23479,68.184.44.135,17,259,2,1,1,0.5
67,1,2432102069,41296.22414,99.8.106.101,17,259,2,0.75,0,0.5
67,1,2432081176,41296.19856,174.33.232.117,17,259,2,0.75,0,0.5
67,1,2432079881,41296.19743,75.186.47.16,17,259,2,0.25,0,0.5
67,1,2432074938,41296.19148,72.241.5.31,17,259,2,0.5,0,0.5
74,1,2432142092,41296.27975,67.248.226.247,18,260,1,0.75,1,0
74,1,2432109933,41296.23479,68.184.44.135,18,260,1,0.25,0,0
74,1,2432102069,41296.22414,99.8.106.101,18,260,1,0.25,0,0
74,1,2432081176,41296.19856,174.33.232.117,18,260,1,0.25,0,0
74,1,2432079881,41296.19743,75.186.47.16,18,260,1,0.25,0,0
74,1,2432074938,41296.19148,72.241.5.31,18,260,1,0.5,1,0
63,1,2432142092,41296.27975,67.248.226.247,19,261,1,0.75,0,0
63,1,2432109933,41296.23479,68.184.44.135,19,261,1,0.5,1,0
63,1,2432102069,41296.22414,99.8.106.101,19,261,1,0.25,0,0
63,1,2432081176,41296.19856,174.33.232.117,19,261,1,0.5,0,0
63,1,2432079881,41296.19743,75.186.47.16,19,261,1,0.75,0,0
63,1,2432074938,41296.19148,72.241.5.31,19,261,1,0.25,0,0
66,1,2432142092,41296.27975,67.248.226.247,20,262,2,0.75,0,0
66,1,2432109933,41296.23479,68.184.44.135,20,262,2,0.75,1,0
66,1,2432102069,41296.22414,99.8.106.101,20,262,2,0.5,0,0
66,1,2432081176,41296.19856,174.33.232.117,20,262,2,0.5,0,0
66,1,2432079881,41296.19743,75.186.47.16,20,262,2,0.75,0,0
66,1,2432074938,41296.19148,72.241.5.31,20,262,2,0.75,1,0
81,1,2432142092,41296.27975,67.248.226.247,21,263,1,1,1,1
81,1,2432109933,41296.23479,68.184.44.135,21,263,1,1,1,1
81,1,2432102069,41296.22414,99.8.106.101,21,263,1,0.75,1,1
81,1,2432081176,41296.19856,174.33.232.117,21,263,1,0.5,1,1
81,1,2432079881,41296.19743,75.186.47.16,21,263,1,1,1,1
81,1,2432074938,41296.19148,72.241.5.31,21,263,1,1,1,1
75,1,2432142092,41296.27975,67.248.226.247,22,264,2,0.75,1,0.63
75,1,2432109933,41296.23479,68.184.44.135,22,264,2,0.75,1,0.63
75,1,2432102069,41296.22414,99.8.106.101,22,264,2,0.5,0,0.63
75,1,2432081176,41296.19856,174.33.232.117,22,264,2,0.5,0,0.63
75,1,2432079881,41296.19743,75.186.47.16,22,264,2,0.5,1,0.63
75,1,2432074938,41296.19148,72.241.5.31,22,264,2,0.5,1,0.63
88,1,2432142092,41296.27975,67.248.226.247,23,265,1,0,0,0
88,1,2432109933,41296.23479,68.184.44.135,23,265,1,0,0,0
88,1,2432102069,41296.22414,99.8.106.101,23,265,1,0,0,0
88,1,2432081176,41296.19856,174.33.232.117,23,265,1,0.25,0,0
88,1,2432079881,41296.19743,75.186.47.16,23,265,1,0,0,0
88,1,2432074938,41296.19148,72.241.5.31,23,265,1,0,0,0
87,1,2432142092,41296.27975,67.248.226.247,24,266,1,0.75,1,1
87,1,2432109933,41296.23479,68.184.44.135,24,266,1,0.5,1,1
87,1,2432102069,41296.22414,99.8.106.101,24,266,1,0.5,0,1
87,1,2432081176,41296.19856,174.33.232.117,24,266,1,0.5,1,1
87,1,2432079881,41296.19743,75.186.47.16,24,266,1,0.75,1,1
87,1,2432074938,41296.19148,72.241.5.31,24,266,1,0.75,1,1
84,1,2432142092,41296.27975,67.248.226.247,25,267,2,0.75,0,1
84,1,2432109933,41296.23479,68.184.44.135,25,267,2,0.75,0,1
84,1,2432102069,41296.22414,99.8.106.101,25,267,2,0.75,0,1
84,1,2432081176,41296.19856,174.33.232.117,25,267,2,0.5,0,1
84,1,2432079881,41296.19743,75.186.47.16,25,267,2,0.75,1,1
84,1,2432074938,41296.19148,72.241.5.31,25,267,2,0.75,0,1
86,1,2432134724,41296.26771,108.15.202.52,1,268,1,1,1,0
86,1,2432113352,41296.2392,69.247.136.218,1,268,1,0.5,0,0
86,1,2432112224,41296.23788,75.177.99.149,1,268,1,0.5,0,0
86,1,2432107547,41296.23167,99.8.106.101,1,268,1,0.5,0,0
86,1,2432100658,41296.22205,27.4.242.244,1,268,1,0.75,1,0
5,1,2432134724,41296.26771,108.15.202.52,2,269,1,0.25,0,0
5,1,2432113352,41296.2392,69.247.136.218,2,269,1,0,0,0
5,1,2432112224,41296.23788,75.177.99.149,2,269,1,0.5,0,0
5,1,2432107547,41296.23167,99.8.106.101,2,269,1,0.25,0,0
5,1,2432100658,41296.22205,27.4.242.244,2,269,1,0.5,1,0
72,1,2432134724,41296.26771,108.15.202.52,3,270,1,0.5,0,1
72,1,2432113352,41296.2392,69.247.136.218,3,270,1,0.5,1,1
72,1,2432112224,41296.23788,75.177.99.149,3,270,1,0.5,0,1
72,1,2432107547,41296.23167,99.8.106.101,3,270,1,0.5,0,1
72,1,2432100658,41296.22205,27.4.242.244,3,270,1,0.25,0,1
83,1,2432134724,41296.26771,108.15.202.52,4,271,2,1,1,1
83,1,2432113352,41296.2392,69.247.136.218,4,271,2,0.25,0,1
83,1,2432112224,41296.23788,75.177.99.149,4,271,2,0.75,0,1
83,1,2432107547,41296.23167,99.8.106.101,4,271,2,0.5,0,1
83,1,2432100658,41296.22205,27.4.242.244,4,271,2,0.75,1,1
6,1,2432134724,41296.26771,108.15.202.52,5,272,2,0.25,0,0.63
6,1,2432113352,41296.2392,69.247.136.218,5,272,2,0.25,0,0.63
6,1,2432112224,41296.23788,75.177.99.149,5,272,2,0.5,0,0.63
6,1,2432107547,41296.23167,99.8.106.101,5,272,2,0.5,0,0.63
6,1,2432100658,41296.22205,27.4.242.244,5,272,2,0.75,1,0.63
76,1,2432134724,41296.26771,108.15.202.52,6,273,2,0.5,0,0.88
76,1,2432113352,41296.2392,69.247.136.218,6,273,2,0.25,0,0.88
76,1,2432112224,41296.23788,75.177.99.149,6,273,2,0.75,0,0.88
76,1,2432107547,41296.23167,99.8.106.101,6,273,2,0.5,0,0.88
76,1,2432100658,41296.22205,27.4.242.244,6,273,2,0.5,0,0.88
68,1,2432134724,41296.26771,108.15.202.52,7,274,1,0.25,1,0
68,1,2432113352,41296.2392,69.247.136.218,7,274,1,0.5,0,0
68,1,2432112224,41296.23788,75.177.99.149,7,274,1,0.5,0,0
68,1,2432107547,41296.23167,99.8.106.101,7,274,1,0,0,0
68,1,2432100658,41296.22205,27.4.242.244,7,274,1,0,0,0
85,1,2432134724,41296.26771,108.15.202.52,8,275,2,1,1,0.75
85,1,2432113352,41296.2392,69.247.136.218,8,275,2,0.75,1,0.75
85,1,2432112224,41296.23788,75.177.99.149,8,275,2,0.75,1,0.75
85,1,2432107547,41296.23167,99.8.106.101,8,275,2,0.75,0,0.75
85,1,2432100658,41296.22205,27.4.242.244,8,275,2,0.25,0,0.75
65,1,2432134724,41296.26771,108.15.202.52,9,276,1,0.25,1,1
65,1,2432113352,41296.2392,69.247.136.218,9,276,1,0.75,1,1
65,1,2432112224,41296.23788,75.177.99.149,9,276,1,0.75,1,1
65,1,2432107547,41296.23167,99.8.106.101,9,276,1,1,0,1
65,1,2432100658,41296.22205,27.4.242.244,9,276,1,0.75,1,1
15,1,2432134724,41296.26771,108.15.202.52,10,277,2,1,1,1
15,1,2432113352,41296.2392,69.247.136.218,10,277,2,0.5,1,1
15,1,2432112224,41296.23788,75.177.99.149,10,277,2,0.75,1,1
15,1,2432107547,41296.23167,99.8.106.101,10,277,2,0.75,0,1
15,1,2432100658,41296.22205,27.4.242.244,10,277,2,0.75,1,1
8,1,2432134724,41296.26771,108.15.202.52,11,278,1,0,0,0
8,1,2432113352,41296.2392,69.247.136.218,11,278,1,0,0,0
8,1,2432112224,41296.23788,75.177.99.149,11,278,1,0.25,0,0
8,1,2432107547,41296.23167,99.8.106.101,11,278,1,0,0,0
8,1,2432100658,41296.22205,27.4.242.244,11,278,1,0.25,0,0
67,1,2432134724,41296.26771,108.15.202.52,12,279,2,0.25,0,0.5
67,1,2432113352,41296.2392,69.247.136.218,12,279,2,0.75,1,0.5
67,1,2432112224,41296.23788,75.177.99.149,12,279,2,0.75,1,0.5
67,1,2432107547,41296.23167,99.8.106.101,12,279,2,0.75,0,0.5
67,1,2432100658,41296.22205,27.4.242.244,12,279,2,0.25,0,0.5
82,1,2432134724,41296.26771,108.15.202.52,13,280,2,0.75,1,1
82,1,2432113352,41296.2392,69.247.136.218,13,280,2,0.5,1,1
82,1,2432112224,41296.23788,75.177.99.149,13,280,2,0.75,1,1
82,1,2432107547,41296.23167,99.8.106.101,13,280,2,0.5,0,1
82,1,2432100658,41296.22205,27.4.242.244,13,280,2,1,1,1
75,1,2432134724,41296.26771,108.15.202.52,14,281,2,0.25,1,0.63
75,1,2432113352,41296.2392,69.247.136.218,14,281,2,0.75,1,0.63
75,1,2432112224,41296.23788,75.177.99.149,14,281,2,0.5,1,0.63
75,1,2432107547,41296.23167,99.8.106.101,14,281,2,0.5,0,0.63
75,1,2432100658,41296.22205,27.4.242.244,14,281,2,0.5,0,0.63
21,1,2432134724,41296.26771,108.15.202.52,15,282,1,0.25,0,0
21,1,2432113352,41296.2392,69.247.136.218,15,282,1,0.75,1,0
21,1,2432112224,41296.23788,75.177.99.149,15,282,1,0.5,1,0
21,1,2432107547,41296.23167,99.8.106.101,15,282,1,0.5,0,0
21,1,2432100658,41296.22205,27.4.242.244,15,282,1,0.75,1,0
74,1,2432134724,41296.26771,108.15.202.52,16,283,2,0.25,0,0
74,1,2432113352,41296.2392,69.247.136.218,16,283,2,0.5,0,0
74,1,2432112224,41296.23788,75.177.99.149,16,283,2,0.5,0,0
74,1,2432107547,41296.23167,99.8.106.101,16,283,2,0.25,0,0
74,1,2432100658,41296.22205,27.4.242.244,16,283,2,0.25,0,0
81,1,2432134724,41296.26771,108.15.202.52,17,284,2,1,1,1
81,1,2432113352,41296.2392,69.247.136.218,17,284,2,1,1,1
81,1,2432112224,41296.23788,75.177.99.149,17,284,2,1,1,1
81,1,2432107547,41296.23167,99.8.106.101,17,284,2,1,1,1
81,1,2432100658,41296.22205,27.4.242.244,17,284,2,1,1,1
71,1,2432134724,41296.26771,108.15.202.52,18,285,1,0.5,0,0.25
71,1,2432113352,41296.2392,69.247.136.218,18,285,1,0.5,0,0.25
71,1,2432112224,41296.23788,75.177.99.149,18,285,1,0.75,1,0.25
71,1,2432107547,41296.23167,99.8.106.101,18,285,1,0.5,0,0.25
71,1,2432100658,41296.22205,27.4.242.244,18,285,1,0.5,0,0.25
88,1,2432134724,41296.26771,108.15.202.52,19,286,1,0,0,0
88,1,2432113352,41296.2392,69.247.136.218,19,286,1,0,0,0
88,1,2432112224,41296.23788,75.177.99.149,19,286,1,0,0,0
88,1,2432107547,41296.23167,99.8.106.101,19,286,1,0,0,0
88,1,2432100658,41296.22205,27.4.242.244,19,286,1,0,0,0
77,1,2432134724,41296.26771,108.15.202.52,20,287,2,1,1,0
77,1,2432113352,41296.2392,69.247.136.218,20,287,2,1,1,0
77,1,2432112224,41296.23788,75.177.99.149,20,287,2,1,1,0
77,1,2432107547,41296.23167,99.8.106.101,20,287,2,0.75,0,0
77,1,2432100658,41296.22205,27.4.242.244,20,287,2,0.5,1,0
84,1,2432134724,41296.26771,108.15.202.52,21,288,1,1,1,1
84,1,2432113352,41296.2392,69.247.136.218,21,288,1,0.75,1,1
84,1,2432112224,41296.23788,75.177.99.149,21,288,1,1,0,1
84,1,2432107547,41296.23167,99.8.106.101,21,288,1,0.75,0,1
84,1,2432100658,41296.22205,27.4.242.244,21,288,1,0.75,1,1
66,1,2432134724,41296.26771,108.15.202.52,22,289,2,0.25,0,0
66,1,2432113352,41296.2392,69.247.136.218,22,289,2,0.5,0,0
66,1,2432112224,41296.23788,75.177.99.149,22,289,2,0.75,1,0
66,1,2432107547,41296.23167,99.8.106.101,22,289,2,0.5,0,0
66,1,2432100658,41296.22205,27.4.242.244,22,289,2,0.25,0,0
73,1,2432134724,41296.26771,108.15.202.52,23,290,1,1,1,0.88
73,1,2432113352,41296.2392,69.247.136.218,23,290,1,0.75,1,0.88
73,1,2432112224,41296.23788,75.177.99.149,23,290,1,1,1,0.88
73,1,2432107547,41296.23167,99.8.106.101,23,290,1,0.5,1,0.88
73,1,2432100658,41296.22205,27.4.242.244,23,290,1,0.5,0,0.88
78,1,2432134724,41296.26771,108.15.202.52,24,291,1,0,0,0
78,1,2432113352,41296.2392,69.247.136.218,24,291,1,0.25,0,0
78,1,2432112224,41296.23788,75.177.99.149,24,291,1,0.5,0,0
78,1,2432107547,41296.23167,99.8.106.101,24,291,1,0.25,0,0
78,1,2432100658,41296.22205,27.4.242.244,24,291,1,0,0,0
87,1,2432134724,41296.26771,108.15.202.52,25,292,2,0.5,1,1
87,1,2432113352,41296.2392,69.247.136.218,25,292,2,0.5,0,1
87,1,2432112224,41296.23788,75.177.99.149,25,292,2,0.75,1,1
87,1,2432107547,41296.23167,99.8.106.101,25,292,2,0.5,1,1
87,1,2432100658,41296.22205,27.4.242.244,25,292,2,0.75,1,1
18,1,2433870799,41297.14008,74.67.177.54,1,33,2,1,1,0
18,1,2433654542,41296.99903,107.4.132.216,1,33,2,1,1,0
18,1,2432110396,41296.23513,27.4.242.244,1,33,2,0.25,0,0
18,1,2431471682,41295.80684,92.53.5.118,1,33,2,0.5,0,0
18,1,2430640151,41295.1759,101.63.185.3,1,33,2,1,1,0
18,1,2430203694,41294.66307,99.188.242.69,1,33,2,1,1,0
18,1,2429584448,41293.67597,97.118.153.156,1,33,2,0.5,1,0
18,1,2427540454,41292.02427,67.161.199.235,1,33,2,0.75,1,0
18,1,2427474765,41291.98406,121.247.68.245,1,33,2,1,0,0
18,1,2425848529,41291.09434,173.78.98.87,1,33,2,0.75,1,0
18,1,2424251684,41290.286,108.15.193.187,1,33,2,0.75,1,0
18,1,2424207684,41290.22519,122.164.244.167,1,33,2,1,1,0
18,1,2424192633,41290.20704,68.184.44.135,1,33,2,0.75,0,0
34,1,2433870799,41297.14008,74.67.177.54,2,34,1,0.75,1,1
34,1,2433654542,41296.99903,107.4.132.216,2,34,1,0.75,0,1
34,1,2432110396,41296.23513,27.4.242.244,2,34,1,0.5,1,1
34,1,2431471682,41295.80684,92.53.5.118,2,34,1,0.5,0,1
34,1,2430640151,41295.1759,101.63.185.3,2,34,1,1,1,1
34,1,2430203694,41294.66307,99.188.242.69,2,34,1,0.75,0,1
34,1,2429584448,41293.67597,97.118.153.156,2,34,1,1,0,1
34,1,2427540454,41292.02427,67.161.199.235,2,34,1,0.75,0,1
34,1,2427474765,41291.98406,121.247.68.245,2,34,1,0.5,0,1
34,1,2425848529,41291.09434,173.78.98.87,2,34,1,1,0,1
34,1,2424251684,41290.286,108.15.193.187,2,34,1,0.5,0,1
34,1,2424207684,41290.22519,122.164.244.167,2,34,1,0.25,0,1
61,1,2433870799,41297.14008,74.67.177.54,3,35,1,0.75,1,1
61,1,2433654542,41296.99903,107.4.132.216,3,35,1,0.75,1,1
61,1,2432110396,41296.23513,27.4.242.244,3,35,1,0.5,0,1
61,1,2431471682,41295.80684,92.53.5.118,3,35,1,0.25,1,1
61,1,2430640151,41295.1759,101.63.185.3,3,35,1,1,0,1
61,1,2430203694,41294.66307,99.188.242.69,3,35,1,1,1,1
61,1,2429584448,41293.67597,97.118.153.156,3,35,1,1,1,1
61,1,2427540454,41292.02427,67.161.199.235,3,35,1,0.75,0,1
61,1,2427474765,41291.98406,121.247.68.245,3,35,1,0.5,0,1
61,1,2425848529,41291.09434,173.78.98.87,3,35,1,0.75,0,1
61,1,2424251684,41290.286,108.15.193.187,3,35,1,0.25,0,1
61,1,2424207684,41290.22519,122.164.244.167,3,35,1,1,1,1
23,1,2433870799,41297.14008,74.67.177.54,4,36,2,0.5,0,1
23,1,2433654542,41296.99903,107.4.132.216,4,36,2,0.25,0,1
23,1,2432110396,41296.23513,27.4.242.244,4,36,2,0.75,1,1
23,1,2431471682,41295.80684,92.53.5.118,4,36,2,0.25,1,1
23,1,2430640151,41295.1759,101.63.185.3,4,36,2,1,1,1
23,1,2430203694,41294.66307,99.188.242.69,4,36,2,0.75,1,1
23,1,2429584448,41293.67597,97.118.153.156,4,36,2,0.25,0,1
23,1,2427540454,41292.02427,67.161.199.235,4,36,2,0.75,1,1
23,1,2427474765,41291.98406,121.247.68.245,4,36,2,0.75,1,1
23,1,2425848529,41291.09434,173.78.98.87,4,36,2,0.5,1,1
23,1,2424251684,41290.286,108.15.193.187,4,36,2,0.75,1,1
23,1,2424207684,41290.22519,122.164.244.167,4,36,2,1,1,1
24,1,2433870799,41297.14008,74.67.177.54,5,37,1,0.75,1,0
24,1,2433654542,41296.99903,107.4.132.216,5,37,1,0.75,0,0
24,1,2432110396,41296.23513,27.4.242.244,5,37,1,0.75,1,0
24,1,2431471682,41295.80684,92.53.5.118,5,37,1,0.25,1,0
24,1,2430640151,41295.1759,101.63.185.3,5,37,1,1,1,0
24,1,2430203694,41294.66307,99.188.242.69,5,37,1,1,1,0
24,1,2429584448,41293.67597,97.118.153.156,5,37,1,1,0,0
24,1,2427540454,41292.02427,67.161.199.235,5,37,1,0.75,0,0
24,1,2427474765,41291.98406,121.247.68.245,5,37,1,0.5,0,0
24,1,2425848529,41291.09434,173.78.98.87,5,37,1,0.5,0,0
24,1,2424251684,41290.286,108.15.193.187,5,37,1,0.25,0,0
24,1,2424207684,41290.22519,122.164.244.167,5,37,1,0.75,1,0
12,1,2433870799,41297.14008,74.67.177.54,6,38,1,1,1,0
12,1,2433654542,41296.99903,107.4.132.216,6,38,1,1,1,0
12,1,2432110396,41296.23513,27.4.242.244,6,38,1,1,1,0
12,1,2431471682,41295.80684,92.53.5.118,6,38,1,0.5,0,0
12,1,2430640151,41295.1759,101.63.185.3,6,38,1,1,1,0
12,1,2430203694,41294.66307,99.188.242.69,6,38,1,1,1,0
12,1,2429584448,41293.67597,97.118.153.156,6,38,1,1,1,0
12,1,2427540454,41292.02427,67.161.199.235,6,38,1,0.75,0,0
12,1,2427474765,41291.98406,121.247.68.245,6,38,1,0.75,0,0
12,1,2425848529,41291.09434,173.78.98.87,6,38,1,1,0,0
12,1,2424251684,41290.286,108.15.193.187,6,38,1,1,0,0
12,1,2424207684,41290.22519,122.164.244.167,6,38,1,1,1,0
17,1,2433870799,41297.14008,74.67.177.54,7,39,2,0.75,1,0
17,1,2433654542,41296.99903,107.4.132.216,7,39,2,0.75,1,0
17,1,2432110396,41296.23513,27.4.242.244,7,39,2,0.75,1,0
17,1,2431471682,41295.80684,92.53.5.118,7,39,2,0.5,0,0
17,1,2430640151,41295.1759,101.63.185.3,7,39,2,1,1,0
17,1,2430203694,41294.66307,99.188.242.69,7,39,2,1,1,0
17,1,2429584448,41293.67597,97.118.153.156,7,39,2,0.5,0,0
17,1,2427540454,41292.02427,67.161.199.235,7,39,2,0.75,1,0
17,1,2427474765,41291.98406,121.247.68.245,7,39,2,0.75,1,0
17,1,2425848529,41291.09434,173.78.98.87,7,39,2,0.75,0,0
17,1,2424251684,41290.286,108.15.193.187,7,39,2,0.25,1,0
17,1,2424207684,41290.22519,122.164.244.167,7,39,2,1,1,0
13,1,2433870799,41297.14008,74.67.177.54,8,40,2,1,1,1
13,1,2433654542,41296.99903,107.4.132.216,8,40,2,0.5,0,1
13,1,2432110396,41296.23513,27.4.242.244,8,40,2,1,1,1
13,1,2431471682,41295.80684,92.53.5.118,8,40,2,0.5,0,1
13,1,2430640151,41295.1759,101.63.185.3,8,40,2,1,1,1
13,1,2430203694,41294.66307,99.188.242.69,8,40,2,0.75,1,1
13,1,2429584448,41293.67597,97.118.153.156,8,40,2,0,0,1
13,1,2427540454,41292.02427,67.161.199.235,8,40,2,1,1,1
13,1,2427474765,41291.98406,121.247.68.245,8,40,2,0.75,1,1
13,1,2425848529,41291.09434,173.78.98.87,8,40,2,1,1,1
13,1,2424251684,41290.286,108.15.193.187,8,40,2,0,0,1
13,1,2424207684,41290.22519,122.164.244.167,8,40,2,1,1,1
26,1,2433870799,41297.14008,74.67.177.54,9,41,2,0.5,0,0
26,1,2433654542,41296.99903,107.4.132.216,9,41,2,0.75,1,0
26,1,2432110396,41296.23513,27.4.242.244,9,41,2,0.75,1,0
26,1,2431471682,41295.80684,92.53.5.118,9,41,2,0.25,1,0
26,1,2430640151,41295.1759,101.63.185.3,9,41,2,1,1,0
26,1,2430203694,41294.66307,99.188.242.69,9,41,2,0.5,0,0
26,1,2427540454,41292.02427,67.161.199.235,9,41,2,0.75,1,0
26,1,2427474765,41291.98406,121.247.68.245,9,41,2,0.25,0,0
26,1,2425848529,41291.09434,173.78.98.87,9,41,2,0.5,0,0
26,1,2424251684,41290.286,108.15.193.187,9,41,2,0.25,0,0
26,1,2424207684,41290.22519,122.164.244.167,9,41,2,0.75,1,0
44,1,2433870799,41297.14008,74.67.177.54,10,42,1,1,1,0.25
44,1,2433654542,41296.99903,107.4.132.216,10,42,1,1,1,0.25
44,1,2432110396,41296.23513,27.4.242.244,10,42,1,0.5,1,0.25
44,1,2431471682,41295.80684,92.53.5.118,10,42,1,0.5,0,0.25
44,1,2430640151,41295.1759,101.63.185.3,10,42,1,1,0,0.25
44,1,2430203694,41294.66307,99.188.242.69,10,42,1,0.75,1,0.25
44,1,2427540454,41292.02427,67.161.199.235,10,42,1,0.75,1,0.25
44,1,2427474765,41291.98406,121.247.68.245,10,42,1,0.75,1,0.25
44,1,2425848529,41291.09434,173.78.98.87,10,42,1,0.75,0,0.25
44,1,2424251684,41290.286,108.15.193.187,10,42,1,0.25,0,0.25
44,1,2424207684,41290.22519,122.164.244.167,10,42,1,0.5,0,0.25
